timestamp,strategy,round,metric,value
2025-12-03 17:27:20,bagging,1,auc,0.910495923776186
2025-12-03 17:27:20,bagging,1,f1,0.6335779024600777
2025-12-03 17:27:20,bagging,2,auc,0.9114524857661112
2025-12-03 17:27:20,bagging,2,f1,0.639590942293645
2025-12-03 17:27:20,bagging,3,auc,0.9120101397067447
2025-12-03 17:27:20,bagging,3,f1,0.6442635085122131
2025-12-03 17:27:20,bagging,4,auc,0.912375203454329
2025-12-03 17:27:20,bagging,4,f1,0.6495138369483919
2025-12-03 17:27:20,bagging,5,auc,0.9131350022718274
2025-12-03 17:27:20,bagging,5,f1,0.6521804738192243
2025-12-03 17:27:20,bagging,6,auc,0.9137822457628142
2025-12-03 17:27:20,bagging,6,f1,0.6539045882710421
2025-12-03 17:27:20,bagging,7,auc,0.9147517583783927
2025-12-03 17:27:20,bagging,7,f1,0.6587009803921569
2025-12-03 17:27:20,bagging,8,auc,0.9153234853322364
2025-12-03 17:27:20,bagging,8,f1,0.6614294516327788
2025-12-03 17:27:20,bagging,9,auc,0.9163420664294571
2025-12-03 17:27:20,bagging,9,f1,0.6628500696271081
2025-12-03 17:27:20,bagging,10,auc,0.9173183133703755
2025-12-03 17:27:20,bagging,10,f1,0.6636673906298478
