timestamp,strategy,round,metric,value
2025-12-04 17:03:01,cyclic,1,auc,0.9036005789908159
2025-12-04 17:03:01,cyclic,1,f1,0.528759291023442
2025-12-04 17:03:01,cyclic,2,auc,0.9072440216746276
2025-12-04 17:03:01,cyclic,2,f1,0.4735987002437043
2025-12-04 17:03:01,cyclic,3,auc,0.9076019481885182
2025-12-04 17:03:01,cyclic,3,f1,0.47765163137976885
2025-12-04 17:03:01,cyclic,4,auc,0.9070996365881767
2025-12-04 17:03:01,cyclic,4,f1,0.45899705014749265
2025-12-04 17:03:01,cyclic,5,auc,0.9072008817016178
2025-12-04 17:03:01,cyclic,5,f1,0.4532660390177618
2025-12-04 17:03:01,cyclic,6,auc,0.9042745007706485
2025-12-04 17:03:01,cyclic,6,f1,0.4704103236213328
2025-12-04 17:03:01,cyclic,7,auc,0.9069115359453537
2025-12-04 17:03:01,cyclic,7,f1,0.4972730189284568
2025-12-04 17:03:01,cyclic,8,auc,0.9078838689194079
2025-12-04 17:03:01,cyclic,8,f1,0.4756569566103076
2025-12-04 17:03:01,cyclic,9,auc,0.9070467404771747
2025-12-04 17:03:01,cyclic,9,f1,0.45899705014749265
2025-12-04 17:03:01,cyclic,10,auc,0.9071953848805072
2025-12-04 17:03:01,cyclic,10,f1,0.4532660390177618
