timestamp,strategy,round,client_id,metric,value
2025-12-04 20:34:38,bagging,1,client_3,auc,0.9019794196715284
2025-12-04 20:34:38,bagging,1,client_3,f1,0.6681967213114755
2025-12-04 20:34:38,bagging,1,client_3,num-examples,9769
2025-12-04 20:34:38,bagging,1,client_8,auc,0.9019794196715284
2025-12-04 20:34:38,bagging,1,client_8,f1,0.6681967213114755
2025-12-04 20:34:38,bagging,1,client_8,num-examples,9769
2025-12-04 20:34:38,bagging,1,client_4,auc,0.9019794196715284
2025-12-04 20:34:38,bagging,1,client_4,f1,0.6681967213114755
2025-12-04 20:34:38,bagging,1,client_4,num-examples,9769
2025-12-04 20:34:38,bagging,1,client_6,auc,0.9019794196715284
2025-12-04 20:34:38,bagging,1,client_6,f1,0.6681967213114755
2025-12-04 20:34:38,bagging,1,client_6,num-examples,9769
2025-12-04 20:34:38,bagging,1,client_5,auc,0.9019794196715284
2025-12-04 20:34:38,bagging,1,client_5,f1,0.6681967213114755
2025-12-04 20:34:38,bagging,1,client_5,num-examples,9769
2025-12-04 20:34:38,bagging,1,client_7,auc,0.9019794196715284
2025-12-04 20:34:38,bagging,1,client_7,f1,0.6681967213114755
2025-12-04 20:34:38,bagging,1,client_7,num-examples,9769
2025-12-04 20:34:38,bagging,1,client_9,auc,0.9019794196715284
2025-12-04 20:34:38,bagging,1,client_9,f1,0.6681967213114755
2025-12-04 20:34:38,bagging,1,client_9,num-examples,9769
2025-12-04 20:34:38,bagging,1,client_13,auc,0.9019794196715284
2025-12-04 20:34:38,bagging,1,client_13,f1,0.6681967213114755
2025-12-04 20:34:38,bagging,1,client_13,num-examples,9769
2025-12-04 20:34:38,bagging,1,client_10,auc,0.9019794196715284
2025-12-04 20:34:38,bagging,1,client_10,f1,0.6681967213114755
2025-12-04 20:34:38,bagging,1,client_10,num-examples,9769
2025-12-04 20:34:38,bagging,1,client_14,auc,0.9019794196715284
2025-12-04 20:34:38,bagging,1,client_14,f1,0.6681967213114755
2025-12-04 20:34:38,bagging,1,client_14,num-examples,9769
2025-12-04 20:34:38,bagging,1,client_16,auc,0.9019794196715284
2025-12-04 20:34:38,bagging,1,client_16,f1,0.6681967213114755
2025-12-04 20:34:38,bagging,1,client_16,num-examples,9769
2025-12-04 20:34:38,bagging,1,client_11,auc,0.9019794196715284
2025-12-04 20:34:38,bagging,1,client_11,f1,0.6681967213114755
2025-12-04 20:34:38,bagging,1,client_11,num-examples,9769
2025-12-04 20:34:38,bagging,1,client_17,auc,0.9019794196715284
2025-12-04 20:34:38,bagging,1,client_17,f1,0.6681967213114755
2025-12-04 20:34:38,bagging,1,client_17,num-examples,9769
2025-12-04 20:34:38,bagging,1,client_18,auc,0.9019794196715284
2025-12-04 20:34:38,bagging,1,client_18,f1,0.6681967213114755
2025-12-04 20:34:38,bagging,1,client_18,num-examples,9769
2025-12-04 20:34:38,bagging,1,client_22,auc,0.9019794196715284
2025-12-04 20:34:38,bagging,1,client_22,f1,0.6681967213114755
2025-12-04 20:34:38,bagging,1,client_22,num-examples,9769
2025-12-04 20:34:39,bagging,1,client_23,auc,0.9019794196715284
2025-12-04 20:34:39,bagging,1,client_23,f1,0.6681967213114755
2025-12-04 20:34:39,bagging,1,client_23,num-examples,9769
2025-12-04 20:34:39,bagging,1,client_24,auc,0.9019794196715284
2025-12-04 20:34:39,bagging,1,client_24,f1,0.6681967213114755
2025-12-04 20:34:39,bagging,1,client_24,num-examples,9769
2025-12-04 20:34:39,bagging,1,client_26,auc,0.9019794196715284
2025-12-04 20:34:39,bagging,1,client_26,f1,0.6681967213114755
2025-12-04 20:34:39,bagging,1,client_26,num-examples,9769
2025-12-04 20:34:39,bagging,1,client_33,auc,0.9019794196715284
2025-12-04 20:34:39,bagging,1,client_33,f1,0.6681967213114755
2025-12-04 20:34:39,bagging,1,client_33,num-examples,9769
2025-12-04 20:34:39,bagging,1,client_32,auc,0.9019794196715284
2025-12-04 20:34:39,bagging,1,client_32,f1,0.6681967213114755
2025-12-04 20:34:39,bagging,1,client_32,num-examples,9769
2025-12-04 20:34:39,bagging,1,client_35,auc,0.9019794196715284
2025-12-04 20:34:39,bagging,1,client_35,f1,0.6681967213114755
2025-12-04 20:34:39,bagging,1,client_35,num-examples,9769
2025-12-04 20:34:39,bagging,1,client_34,auc,0.9019794196715284
2025-12-04 20:34:39,bagging,1,client_34,f1,0.6681967213114755
2025-12-04 20:34:39,bagging,1,client_34,num-examples,9769
2025-12-04 20:34:39,bagging,1,client_40,auc,0.9019794196715284
2025-12-04 20:34:39,bagging,1,client_40,f1,0.6681967213114755
2025-12-04 20:34:39,bagging,1,client_40,num-examples,9769
2025-12-04 20:34:39,bagging,1,client_36,auc,0.9019794196715284
2025-12-04 20:34:39,bagging,1,client_36,f1,0.6681967213114755
2025-12-04 20:34:39,bagging,1,client_36,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_4,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_4,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_4,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_0,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_0,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_0,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_3,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_3,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_3,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_6,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_6,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_6,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_7,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_7,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_7,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_10,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_10,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_10,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_15,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_15,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_15,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_16,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_16,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_16,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_12,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_12,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_12,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_14,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_14,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_14,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_18,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_18,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_18,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_20,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_20,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_20,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_25,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_25,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_25,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_21,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_21,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_21,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_22,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_22,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_22,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_27,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_27,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_27,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_24,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_24,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_24,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_29,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_29,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_29,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_28,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_28,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_28,num-examples,9769
2025-12-04 20:34:40,bagging,2,client_32,auc,0.9106027808274103
2025-12-04 20:34:40,bagging,2,client_32,f1,0.6755962103887618
2025-12-04 20:34:40,bagging,2,client_32,num-examples,9769
