timestamp,strategy,round,client_id,metric,value
2025-12-04 19:10:37,bagging,1,client_5,auc,0.8765393545339104
2025-12-04 19:10:37,bagging,1,client_5,f1,0.635901299679789
2025-12-04 19:10:37,bagging,1,client_5,num-examples,9769
2025-12-04 19:10:38,bagging,1,client_3,auc,0.8765393545339104
2025-12-04 19:10:38,bagging,1,client_3,f1,0.635901299679789
2025-12-04 19:10:38,bagging,1,client_3,num-examples,9769
2025-12-04 19:10:39,bagging,1,client_1,auc,0.8765393545339104
2025-12-04 19:10:39,bagging,1,client_1,f1,0.635901299679789
2025-12-04 19:10:39,bagging,1,client_1,num-examples,9769
2025-12-04 19:10:40,bagging,1,client_6,auc,0.8765393545339104
2025-12-04 19:10:40,bagging,1,client_6,f1,0.635901299679789
2025-12-04 19:10:40,bagging,1,client_6,num-examples,9769
2025-12-04 19:10:40,bagging,1,client_2,auc,0.8765393545339104
2025-12-04 19:10:40,bagging,1,client_2,f1,0.635901299679789
2025-12-04 19:10:40,bagging,1,client_2,num-examples,9769
2025-12-04 19:10:41,bagging,1,client_0,auc,0.8765393545339104
2025-12-04 19:10:41,bagging,1,client_0,f1,0.635901299679789
2025-12-04 19:10:41,bagging,1,client_0,num-examples,9769
2025-12-04 19:10:45,bagging,1,client_8,auc,0.8765393545339104
2025-12-04 19:10:45,bagging,1,client_8,f1,0.635901299679789
2025-12-04 19:10:45,bagging,1,client_8,num-examples,9769
2025-12-04 19:10:47,bagging,1,client_11,auc,0.8765393545339104
2025-12-04 19:10:47,bagging,1,client_11,f1,0.635901299679789
2025-12-04 19:10:47,bagging,1,client_11,num-examples,9769
2025-12-04 19:10:47,bagging,1,client_9,auc,0.8765393545339104
2025-12-04 19:10:47,bagging,1,client_9,f1,0.635901299679789
2025-12-04 19:10:47,bagging,1,client_9,num-examples,9769
2025-12-04 19:10:47,bagging,1,client_12,auc,0.8765393545339104
2025-12-04 19:10:47,bagging,1,client_12,f1,0.635901299679789
2025-12-04 19:10:47,bagging,1,client_12,num-examples,9769
