timestamp,strategy,round,metric,value
2025-12-04 17:09:57,bagging,1,auc,0.9081898490348445
2025-12-04 17:09:57,bagging,1,f1,0.6386775892334698
2025-12-04 17:09:57,bagging,2,auc,0.9098240453172897
2025-12-04 17:09:57,bagging,2,f1,0.6516245487364621
2025-12-04 17:09:57,bagging,3,auc,0.9126579012227578
2025-12-04 17:09:57,bagging,3,f1,0.6609389383246395
2025-12-04 17:09:57,bagging,4,auc,0.9143622035587398
2025-12-04 17:09:57,bagging,4,f1,0.6627529738915494
2025-12-04 17:09:57,bagging,5,auc,0.9157478341661448
2025-12-04 17:09:57,bagging,5,f1,0.6651075771749299
2025-12-04 17:09:57,bagging,6,auc,0.9175206884805853
2025-12-04 17:09:57,bagging,6,f1,0.6675035305193786
2025-12-04 17:09:57,bagging,7,auc,0.9188546029228812
2025-12-04 17:09:57,bagging,7,f1,0.6711917916337806
2025-12-04 17:09:57,bagging,8,auc,0.9194277688351309
2025-12-04 17:09:57,bagging,8,f1,0.6715259071462526
2025-12-04 17:09:57,bagging,9,auc,0.9201861862525597
2025-12-04 17:09:57,bagging,9,f1,0.6743111960503265
2025-12-04 17:09:57,bagging,10,auc,0.9210781390100586
2025-12-04 17:09:57,bagging,10,f1,0.6775641025641026
